file_obj,output,flag,username,timestamp
"{""path"":""flagged\\file_obj\\6279843fdc3701d459af\\file_api.csv"",""url"":""http://127.0.0.1:7860/file=C:\\Users\\Asani\\AppData\\Local\\Temp\\gradio\\0840333abe32d1fbfd13040c394a663ada4aeca1\\file_api.csv"",""size"":92,""orig_name"":""file_api.csv"",""mime_type"":""""}",,,,2023-11-28 16:46:08.483175
